symbol,shares
RNP,68524
RNR,547256
RNR$C,808
RNR$E,10732
RNR$F,8587
RNSC,4123
RNST,2048123
RNWK,521186
ROAD,2599927
ROAN,222301
ROBT,37444
ROCK,1673602
ROG,270766
ROIC,9095529
ROK,2681725
ROKU,61402864
ROL,3264304
ROLL,648245
ROP,1299728
ROSE,445714
ROSEU,5314
ROSEW,195953
ROST,14943996
ROYT,2658665
RP,4298886
RPAI,7258417
RPAY,1603788
RPD,3573431
RPLA,50790
RPLA.U,34
RPLA.W,25500
RPM,1476098
RPT,1308179
RPT$D,627
RQI,273780
RRBI,519867
RRC,27211137
RRD,1074979
RRGB,1899671
RRR,2712646
RRTS,65678
RS,1263602
RSF,16530
RSG,2611209
RST,347020
RTH,15545
RTIX,1215821
RTLR,2179458
RTN,2473163
RTRX,3444982
RTTR,10972933
RTW,199413
RUBI,2254951
RUBY,3241704
RUHN,4260964
RUN,10492511
RUSHA,1263704
RUSHB,84427
RUTH,1530011
RVI,139993
RVLV,2204178
RVNC,5912236
RVSB,383327
RVT,321733
RWGE,23576
RWGE.U,1500
RWGE.W,33702
RWLK,317755
RWT,1636920
RXN,1390836
RY,1951806
RY$T,116
RYAAY,1910483
RYAM,1301705
RYB,16013
RYCE,18527
RYI,266048
RYN,1184071
RYTM,2434496
RZA,13860
RZB,10272
S,30430917
SA,533940
SAB,8377
SABR,9889011
SAEX,1210707
SAF,233
SAFE,752544
SAFM,2877351
SAFT,752604
SAGE,12650757
SAH,661065
SAIA,2201443
SAIC,735018
SAIL,1297156
SAL,19899
SALM,348244
SALT,445396
SAM,216864
SAMA,32434
SAMAU,2
SAMAW,2325
SAMG,183419
SAN,19470679
SAN$B,5752
SANM,3163342
SANW,133390
SAP,2488851
SAQNU,238211
SAR,71954
SASR,1295407
SATS,3333957
SAUC,1243948
SAVA,26235494
SAVE,2358239
SB,238877
SB$C,1473
SB$D,3633
SBAC,5132478
SBBP,2657965
SBBX,98203
SBCF,2229902
SBE,65764
SBE.U,53995
SBE.W,0
SBFG,32691
SBFGP,1789
SBGI,7943478
SBGL,16825913
SBH,2895799
SBI,62262
SBLK,4287243
SBLKZ,12506
SBNA,5326
SBNY,3394949
SBOW,102738
SBPH,2253616
SBR,32897
SBRA,14301490
SBS,5162945
SBSI,1010728
SBT,928856
SBUX,50465572
SC,2413384
SCA,1027
SCCO,2025312
SCD,57317
SCE$G,16256
SCE$H,3052
SCE$J,7441
SCE$K,5138
SCE$L,15256
SCHL,2025405
SCHN,1500660
SCHW,26135764
SCHW$C,24357
SCHW$D,39530
SCI,2192258
SCKT,88866
SCL,144605
SCM,138511
SCON,4808552
SCOR,5670501
SCPE,27290
SCPE.U,4100
SCPE.W,11000
SCPH,161388
SCPL,3240765
SCS,1869708
SCSC,1203421
SCU,277388
SCVL,1935515
SCWX,2039469
SCX,14265
SCYX,6762222
SCZ,5298969
SD,389669
SDC,22986239
SDG,16513
SDRL,3205586
SDVY,18958
SE,8761502
SEAC,3728702
SEAS,3355124
SECO,516503
SEDG,9161696
SEE,2170231
SEED,226485
SEEL,3112386
SEIC,5820337
SELB,3110405
SELF,92541
SEM,1107503
SEMG,2998220
SENEA,272836
SENEB,1425
SERV,3484669
SES,551521
SESN,6416930
SF,587341
SF$A,1895
SF$B,1545
SFB,7499
SFBC,9413
SFBS,1484642
SFE,128537
SFET,764748
SFIX,15156858
SFL,750775
SFM,10093120
SFNC,6788292
SFST,96801
SFTW,1402
SFTW.U,20738
SFTW.W,0
SFUN,627983
SG,22969
SGA,59345
SGBX,10787160
SGC,200334
SGEN,11027621
SGH,2506187
SGLB,506728
SGLBW,79717
SGMA,63707
SGMO,12928899
SGMS,3866881
SGOC,24731
SGRP,200239
SGRY,2625516
SGU,96538
SHAK,2831387
SHBI,111981
SHEN,2523084
SHG,139148
SHI,59693
SHIP,556827
SHIPW,1478065
SHIPZ,247669
SHLL,4942
SHLL.U,500
SHLL.W,41276
SHLO,403967
SHLX,1594631
SHO,5317175
SHO$E,2465
SHO$F,400
SHOO,5173951
SHOP,4356446
SHSP,621791
SHV,2173144
SHW,810803
SHY,3028627
SI,109347
SIBN,889772
SIC,1006752
SID,8604642
SIEB,68644
SIEN,2909313
SIFY,189985
SIG,6152232
SIGA,1949120
SIGI,2497558
SILC,68515
SILK,3124745
SIMO,1454992
SINA,3975894
SINO,345417
SINT,336626
SIRI,89555726
SITC,3232694
SITC$A,1400
SITC$K,9449
SITE,548629
SITM,361924
SITO,1107417
SIVB,3396526
SIVBP,1813131
SIX,2273008
SJI,1779006
SJIJ,35892
SJIU,8439
SJM,1958804
SJR,797657
SJT,246848
SJW,185570
SKM,626113
SKOR,5579
SKT,7041383
SKX,3570031
SKY,737721
SKYS,91941
SKYW,2632843
SKYY,779933
SLAB,2175533
SLB,24397633
SLCA,3853851
SLCT,229373
SLDB,10863182
SLF,922741
SLG,2906162
SLG$I,5164
SLGG,345436
SLGL,872591
SLGN,3442130
SLIM,11661
SLM,20843899
SLMBP,59177
SLNO,2010486
SLP,842042
SLQD,258065
SLRC,1113704
SLRX,574187
SLS,1371716
SLVO,29178
SM,9053970
SMAR,3892003
SMBC,133538
SMBK,363852
SMCP,2083
SMED,102325
SMFG,2567508
SMG,857168
SMH,10404727
SMHI,34074
SMIT,273351
SMLP,666390
SMM,181429
SMMC,293203
SMMCU,19403
SMMCW,6600
SMMF,135900
SMMT,195268
SMP,168512
SMPL,5447273
SMRT,424421
SMSI,2001589
SMTA,543859
SMTC,4578016
SMTX,461976
SNA,1388459
SNAP,41050716
SNBR,2574507
SNCA,265115
SNCR,2242412
SND,1271506
SNDE,39229
SNDL,6059366
SNDR,844790
SNDX,824054
SNE,1834062
SNES,418260
SNFCA,125056
SNGX,805929
SNGXW,37980
SNH,14472358
SNHNI,131795
SNHNL,84979
SNHVV,0
SNLN,170607
SNN,1699169
SNNA,21287639
SNOA,135282
SNOAW,338694
SNP,277164
SNPS,9707196
SNR,398915
SNSR,168896
SNSS,14597213
SNV,3465916
SNV$D,5000
SNV$E,25661
SNX,793884
SNY,12029743
SO,14030942
SOCL,46544
SOGO,2810576
SOHO,117967
SOHOB,7482
SOHON,20084
SOHOO,2511
SOHU,2091554
SOI,1001298
SOJA,18957
SOJB,28588
SOJC,10350
SOL,39895
SOLN,43019
SOLO,2084434
SOLOW,56594
SOLY,1024806
SON,1071786
SONA,408424
SONG,288437
SONGW,154089
SONM,1004818
SONO,10611858
SOR,32642
SORL,714856
SOXX,2038325
SP,771409
SPAQ,77511
SPAQ.U,0
SPAQ.W,10167
SPAR,1776552
SPB,1503611
SPCB,222401
SPCE,5735987
SPCE.U,8068
SPCE.W,366802
SPE,30031
SPE$B,1310
SPEX,173893
SPFI,828236
SPG,4903753
SPG$J,1063
SPGI,3507945
SPH,316540
SPHS,1757526
SPI,63768
SPKE,1062183
SPKEP,19507
SPLK,14818919
SPLP,14020
SPLP$A,7986
SPN,37324
SPNE,649253
SPNS,1030466
SPOK,654467
SPOT,2919547
SPPI,16067194
SPR,3294568
SPRO,523734
SPRT,1887276
SPSC,2019356
SPT,3122912
SPTN,2517332
SPWH,6491842
SPWR,17705366
SPXC,535764
SPXX,32483
SQ,10592071
SQBG,503351
SQLV,19519
SQM,2013169
SQNS,165053
SQQQ,49897769
SR,614227
SR$A,33696
SRAC,0
SRACU,359696
SRACW,0
SRAX,622659
SRC,3440363
SRC$A,4656
SRCE,416028
SRCL,4932182
SRDX,755033
SRE,3512717
SRE$A,6741
SRE$B,7455
SREA,69034
SRET,1552791
SREV,896318
SRF,21173
SRG,282924
SRG$A,1595
SRI,324054
SRL,14263
SRLP,63657
SRNE,31047121
SRPT,9641055
SRRA,16242992
SRRK,1410393
SRT,45711
SRTS,132753
SRTSW,13501
SRV,30217
SSB,1351976
SSBI,21657
SSD,731887
SSI,2707016
SSKN,162070
SSL,1017036
SSNC,8422699
SSNT,131021
SSP,2170944
SSPK,153544
SSPKU,1410
SSPKW,47882
SSRM,4946773
SSSS,414531
SSTI,779919
SSTK,336668
SSW,1766676
SSW$D,4766
SSW$E,414
SSW$G,5610
SSW$H,4403
SSW$I,3043
SSWA,1429
SSYS,3318706
ST,1918364
STAA,2181922
STAF,183148
STAG,1738818
STAG$C,279
STAR,1641230
STAR$D,1588
STAR$G,2467
STAR$I,1692
STAY,12597414
STBA,2638149
STC,286584
STCN,455404
STE,1776875
STFC,456640
STG,8314
STI,1420527
STI$A,3587
STIM,1393961
STK,23279
STKL,1052911
STKS,117001
STL,2574707
STL$A,3492
STLD,14792707
STM,5247813
STML,3596081
STMP,2878146
STN,94717
STND,29707
STNE,7787678
STNG,2646161
STOK,1391642
STON,97684
STOR,5952390
STRA,1332476
STRL,1168628
STRM,410496
STRO,379749
STRS,117888
STRT,61308
STSA,1232750
STT,6500748
STT$C,14714
STT$D,35980
STT$E,57542
STT$G,17387
STWD,2777877
STX,18690860
STXB,374810
STZ,2203619
STZ.B,4259
SU,5985116
SUI,1667659
SUM,2302416
SUMR,491491
SUN,422521
SUNS,166649
SUNW,1029724
SUP,271379
SUPN,5827934
SUPV,2426904
SURF,818622
SUSB,29642
SUSC,72748
SUSL,65315
SUZ,242848
SVA,0
SVBI,73291
SVC,6844225
SVMK,4486827
SVRA,15597059
SVVC,169208
SWAV,5524280
SWCH,1482549
SWI,987758
SWIR,1350532
SWJ,4539
SWK,3389845
SWKS,15384271
SWM,549276
SWN,51899730
SWP,10175
SWT,21193
SWTX,2545739
SWX,546340
SWZ,53700
SXC,2094578
SXI,102961
SXT,421052
SXTC,739410
SY,6226239
SYBT,448990
SYBX,4160102
SYF,11501956
SYF$A,105241
SYK,4314484
SYKE,2104608
SYNA,4804954
SYNC,325748
SYNH,3573351
SYNL,116346
SYPR,288807
SYRS,3725728
SYX,243411
SYY,4151042
SZC,83875
T,41026146
T$A,324437
TA,849047
TAC,219038
TACO,2802011
TACOW,97446
TACT,82422
TAIT,174142
TAK,1380792
TAL,4988071
TALO,761930
TANH,3609018
TANNI,46490
TANNL,61194
TANNZ,45900
TAOP,781817
TAP,3982264
TAP.A,277
TARO,238375
TAST,2326960
TATT,18289
TAYD,76741
TBB,40137
TBBK,2601194
TBC,45894
TBI,303239
TBIO,2731983
TBK,1742302
TBLT,4828076
TBLTW,437183
TBNK,105983
TBPH,2132893
TC,274149
TCBI,5318427
TCBIL,21319
TCBIP,30995
TCBK,597969
TCCO,11495539
TCDA,2413710
TCF,9937424
TCFC,78939
TCFCP,48406
TCI,1439
TCMD,1283021
TCO,2109063
TCO$J,1891
TCO$K,3281
TCOM,20163839
TCON,1458550
TCP,565410
TCPC,2350616
TCRD,1621903
TCRR,875378
TCRW,3750
TCRZ,1912
TCS,244684
TCX,305587
TD,2289348
TDA,6728
TDAC,8001
TDACU,1100
TDACW,650762
TDC,2671544
TDE,3873
TDF,74983
TDG,850948
TDI,1473
TDIV,106015
TDJ,8003
TDOC,2565922
TDS,1944554
TDW,407976
TDW.A,1633
TDW.B,642
TDY,772770
TEAF,210917
TEAM,8275291
TECD,5595874
TECH,1186077
TECK,7937132
TECTP,13024
TEDU,1486927
TEF,4568759
TEI,363600
TEL,2837878
TELA,473962
TELL,7151486
TEN,2431139
TENB,5533181
TENX,139433
TEO,485421
TER,12948316
TERP,7010942
TESS,374168
TEUM,11233959
TEVA,24508015
TEX,1701600
TFC,8404271
TFC$F,10053
TFC$G,24822
TFC$H,17266
TFC$I,32948
TFFP,377332
TFSL,1889115
TFX,652052
TG,178107
TGA,1016834
TGE,10980859
TGEN,195728
TGH,630892
TGI,1141720
TGLS,232780
TGNA,3247177
TGP,295377
TGP$A,2856
TGP$B,7644
TGS,1873595
TGT,7783616
TGTX,14493100
TH,1259049
THBR,134456
THBRU,53924
THBRW,191967
THC,2013412
THCA,67547
THCAU,3207
THCAW,105165
THCB,451951
THCBU,18124
THCBW,79400
THFF,288975
THG,797502
THGA,4359
THMO,238373
THO,2843648
THOR,3949420
THQ,129297
THR,218830
THRM,1345301
THS,1314012
THTX,952526
THW,95587
THWWW,197866
TIBR,253166
TIBRU,100
TIBRW,74492
TIF,5961944
TIGO,711048
TIGR,2525407
TILE,2929020
TIPT,248222
TISI,170570
TITN,1270943
TIVO,10197497
TJX,9962416
TK,1205708
TKC,636589
TKKS,268914
TKKSR,1188283
TKKSU,3548
TKKSW,157298
TKR,1937028
TLC,52636
TLF,82669
TLGT,1259150
TLI,52256
TLK,385655
TLND,1035217
TLRA,1551622
TLRD,5749669
TLRY,8136806
TLSA,30021
TLT,51382139
TLYS,556261
TM,274161
TMDI,1960237
TMDX,2335945
TME,13969284
TMHC,3727604
TMO,3108050
TMSR,121096
TMST,458565
TMUS,22747893
TNAV,1612421
TNC,170120
TNDM,9353969
TNET,812548
TNK,1698402
TNP,807075
TNP$C,300
TNP$D,8204
TNP$E,4265
TNP$F,41504
TNXP,9446829
TOCA,3647222
TOL,5292631
TOO,1198756
TOO$A,9424
TOO$B,5393
TOO$E,10574
TOPS,1696918
TORC,5398712
TOT,4857536
TOTA,15521
TOTAR,68136
TOTAU,0
TOTAW,8200
TOUR,398335
TOWN,1224374
TPB,324071
TPC,1067916
TPCO,963410
TPH,3354393
TPIC,3191018
TPL,35528
TPR,10176993
TPRE,755388
TPTX,6715949
TPVG,221415
TPVY,2911
TPX,1494378
TPZ,65390
TQQQ,55734069
TR,164454
TRC,110284
TRCB,127086
TRCH,527134
TREC,65008
TREE,1020449
TREX,1013202
TRGP,5998350
TRHC,2617152
TRI,810895
TRIB,221629
TRIL,6454020
TRIP,30447852
TRMB,8746738
TRMD,1847
TRMK,2067456
TRMT,232012
TRN,2907700
TRNE,28058
TRNE.U,41717
TRNE.W,8300
TRNO,748895
TRNS,132744
TRNX,7790585
TROV,566185
TROW,7839287
TROX,1809130
TRP,2827144
TRPX,368694
TRQ,4189198
TRS,1396962
TRST,2941664
TRTN,414981
TRTN$A,3710
TRTN$B,12297
TRTN$C,28724
TRTX,512063
TRU,1868386
TRUP,1842444
TRV,3366292
TRVG,1693888
TRVI,53261
TRVN,2458555
TRWH,507211
TS,7251194
TSBK,81644
TSC,598412
TSCAP,8242
TSCBP,26162
TSCO,8999227
TSE,731399
TSEM,2287993
TSG,5343402
TSI,225157
TSLA,53630457
TSLF,35208
TSLX,262961
TSM,15419221
TSN,4798178
TSQ,62581
TSRI,12775
TSU,2303254
TTC,1460440
TTD,9159630
TTEC,3981413
TTEK,2465552
TTGT,1594853
TTI,1189861
TTM,3008068
TTMI,6283045
TTNP,25316499
TTOO,2589116
TTP,100677
TTPH,902692
TTTN,9768
TTWO,9195013
TU,836658
TUES,344818
TUFN,1467463
TUP,3111978
TUR,1929026
TURN,130905
TUSA,474
TUSK,2131922
TV,4276044
TVC,7059
TVE,2892
TVIX,31025681
TVTY,5015835
TW,2968666
TWI,606683
TWIN,338308
TWLO,5746152
TWMC,180350
TWN,50613
TWNK,5994808
TWNKW,690544
TWO,3711155
TWO$A,1169
TWO$B,14490
TWO$C,8967
TWO$D,2081
TWO$E,26299
TWOU,9535161
TWST,2720996
TWTR,29212559
TX,638963
TXG,2112365
TXMD,18812752
TXN,33504924
TXRH,5173123
TXT,4146220
TY,28093
TY$,300
TYG,575850
TYHT,4627187
TYL,690106
TYME,1931632
TZAC,26678
TZACU,100
TZACW,3801
TZOO,274197
UA,4597066
UAA,7317050
UAE,87225
UAL,18028446
UAN,154218
UBA,139572
UBCP,30305
UBER,56060321
UBFO,218235
UBIO,165518
UBOH,14037
UBP,775
UBP$H,3070
UBP$K,8489
UBS,5922622
UBSI,3996142
UBX,1863293
UCBI,4001715
UCFC,967951
UCTT,4583054
UDR,4016306
UE,1458353
UEIC,667837
UEPS,1571967
UFCS,719790
UFI,116611
UFO,42112
UFPI,3806169
UFPT,242056
UFS,1341054
UG,21817
UGI,3241751
UGLD,293400
UGP,2579760
UHAL,337827
UHS,1574996
UHT,73993
UI,628138
UIHC,904406
UIS,847240
UL,3988537
ULBI,98235
ULH,525777
ULTA,10302797
UMBF,1705100
UMC,1213102
UMH,249849
UMH$B,2449
UMH$C,6017
UMH$D,41360
UMPQ,11820692
UMRX,1583026
UN,3796863
UNAM,18350
UNB,46581
UNF,136179
UNFI,3345480
UNH,6265430
UNIT,29833543
UNM,5278903
UNMA,10677
UNP,7322645
UNT,1485531
UNTY,94775
UNVR,3285012
UONE,3053
UONEK,72653
UPLD,1401052
UPS,6994891
UPWK,9041096
URBN,13097393
URGN,1301015
URI,3377491
UROV,339235
USA,673868
USAC,448537
USAK,325473
USAP,113950
USAU,219963
USB,20168514
USB$A,332
USB$H,44663
USB$M,51576
USB$O,25761
USB$P,32114
USCR,1881631
USDP,67427
USEG,152095
USFD,2446861
USIG,865553
USIO,81217
USLB,15506
USLM,76384
USLV,1302786
USM,398294
USMC,66475
USNA,187541
USOI,25227
USPH,272120
USWS,551205
USWSW,272057
USX,280442
UTF,430720
UTHR,3803495
UTI,549050
UTL,144589
UTMD,105207
UTSI,60021
UTX,6790808
UVE,433677
UVSP,566744
UVV,237890
UXIN,7940969
UZA,8856
UZB,2625
UZC,5594
V,11059545
VAC,585499
VAL,12486858
VALE,45116544
VALU,73855
VALX,15182
VAM,6171
VAPO,226108
VAR,1837215
VBF,30343
VBFC,3112
VBIV,24737307
VBLT,386778
VBTX,3931213
VC,2594000
VCEL,3015401
VCIF,104097
VCIT,4376043
VCLT,894515
VCNX,53632
VCRA,698376
VCSH,5619567
VCTR,886651
VCV,68117
VCYT,3937039
VEC,249462
VECO,2357410
VEDL,1334950
VEEV,3584967
VEON,27829851
VER,17752470
VER$F,16990
VERB,888950
VERBW,102267
VERI,1859229
VERO,966272
VERU,1980433
VERY,19910
VET,1568535
VETS,1632
VFC,5822866
VFF,2753413
VG,6915479
VGI,61404
VGIT,562885
VGLT,608516
VGM,83589
VGR,2923923
VGSH,986701
VHI,143581
VIA,318265
VIAB,25287778
VIAC,38523481
VIACA,324684
VIAV,11941548
VICI,4495842
VICR,1583758
VIE,1138080
VIGI,354855
VIIX,163788
VIOT,1096146
VIPS,10355909
VIR,1332624
VIRC,60986
VIRT,6226611
VISL,2895797
VIST,506327
VIV,3587259
VIVE,6505510
VIVO,3394803
VJET,49172
VKQ,120447
VKTX,7986885
VKTXW,55560
VLGEA,342016
VLO,7260031
VLRS,452548
VLRX,1756051
VLT,85236
VLY,25069582
VLYPO,37799
VLYPP,60111
VMBS,907459
VMC,2496394
VMD,111992
VMI,222589
VMO,82867
VMW,3373236
VNCE,288315
VNDA,5097099
VNE,925926
VNET,2399334
VNO,3296146
VNO$K,68531
VNO$L,9234
VNO$M,1775
VNOM,1684154
VNQI,1064390
VNTR,549426
VOC,43142
VOD,13567601
VOD22,0
VOD23,0
VOD24,0
VOD24A,0
VOD25,0
VOD28,0
VOD32,0
VOD37,0
VOD38,0
VOD43,0
VOD48,0
VOD49,0
VOD50,0
VOD59,0
VOD79,0
VONE,173208
VONG,278759
VONV,243828
VOXX,221301
VOYA,3788078
VOYA$B,20696
VPG,99976
VPV,20881
VRA,2791507
VRAY,20844837
VRCA,778957
VREX,2049907
VRIG,170717
VRML,667325
VRNA,1595424
VRNS,2036221
VRNT,5064027
VRRM,9292297
VRS,554410
VRSK,7274812
VRSN,5536482
VRTS,470318
VRTSP,11133
VRTU,1597980
VRTV,286450
VRTX,10188472
VSAT,2487826
VSDA,59903
VSEC,155499
VSH,1702462
VSI,772346
VSLR,1407125
VSMV,5380
VST,14663023
VST.A,245
VSTM,7452056
VSTO,897087
VTA,498782
VTC,101844
VTGN,5347883
VTHR,49332
VTIP,1247136
VTIQ,89759
VTIQU,755
VTIQW,20692
VTN,28309
VTNR,354926
VTR,5948668
VTSI,141462
VTVT,790513
VTWG,85948
VTWO,928767
VTWV,35290
VUZI,743876
VVI,200306
VVPR,80687
VVR,1649958
VVUS,142597
VVV,2123594
VWOB,393927
VXRT,1015656
VXUS,4907918
VYGR,3361597
VYMI,307101
VZ,18344327
W,6261904
WAAS,528904
WAB,4012109
WABC,1195903
WAFD,3292121
WAFU,124924
WAIR,845036
WAL,1338765
WALA,2669
WASH,424252
WAT,1921907
WATT,2353243
WB,10058842
WBA,34756605
WBA20,0
WBA25,0
WBA26,0
WBAI,75356
WBC,496898
WBK,956378
WBND,38726
WBS,985721
WBS$F,7478
WBT,2385640
WCC,2145508
WCG,895273
WCLD,24065
WCN,1441046
WD,303408
WDAY,15351740
WDC,34405714
WDFC,638751
WDR,1278828
WEA,29137
WEBK,195460
WEC,3201658
WEI,56734
WELL,5754963
WEN,14842373
WERN,3334790
WES,3888663
WETF,6689167
WEX,510696
WEYS,81417
WF,94967
WFC,34370103
WFC$L,3612
WFC$N,36952
WFC$O,18476
WFC$P,32872
WFC$Q,60428
WFC$R,38698
WFC$T,28106
WFC$V,40184
WFC$W,23174
WFC$X,41629
WFC$Y,39777
WFE$A,559
WGO,2190089
WH,1488185
WHD,694494
WHF,1215405
WHFBZ,13689
WHG,102268
WHLM,8037
WHLR,106097
WHLRD,44284
WHLRP,52062
WHR,2643554
WIA,38524
WIFI,3740766
WILC,23381
WINA,119834
WINC,301
WING,3001331
WINS,5814
WIRE,919173
WISA,321618
WIT,2224697
WIW,96364
WIX,3149377
WK,462479
WKEY,15550
WKHS,6419902
WLDN,494574
WLFC,59186
WLH,1057788
WLK,1446858
WLKP,228849
WLL,17476533
WLTW,4345454
WM,3748234
WMB,23090109
WMC,469374
WMGI,16372064
WMK,90281
WMS,772657
WMT,9911542
WNC,838921
WNEB,242797
WNS,321110
WOOD,71247
WOR,642262
WORK,22340206
WORX,254323
WOW,493842
WPC,1940230
WPG,7759809
WPG$H,6547
WPG$I,21412
WPM,5303959
WPP,498167
WPRT,1375357
WPX,19825350
WRB,3445016
WRB$B,10545
WRB$C,503
WRB$D,9987
WRB$E,10706
WRB$F,143886
WRE,782395
WRI,2320233
WRK,4395680
WRLD,919379
WRLS,2386
WRLSR,50412
WRLSU,250
WRLSW,114100
WRTC,1947895
WSBC,2001473
WSBF,618633
WSC,2639097
WSFS,2058216
WSG,1516268
WSM,2608650
WSO,427594
WSO.B,0
WSR,293898
WST,1109690
WSTG,42133
WSTL,117021
WTBA,182985
WTER,1313059
WTFC,3409217
WTFCM,32488
WTI,3849503
WTM,15040
WTR,2772879
WTRE,1363993
WTREP,49954
WTRH,6252222
WTRU,67415
WTS,278529
WTTR,538221
WU,10970937
WUBA,1968767
WVE,8215200
WVFC,3860
WVVI,37273
WVVIP,6428
WW,10014621
WWD,3282686
WWE,2460599
WWR,402443
WWW,1062883
WY,7532982
WYND,1091869
WYNN,13424322
X,26560123
XAIR,1065649
XAN,274729
XAN$C,3219
XBIO,2089782
XBIOW,1129
XBIT,4350786
XCUR,2549133
XEC,5233911
XEL,23737401
XELA,2457550
XELB,163710
XENE,1219184
XENT,2181507
XERS,1605093
XFLT,139429
XFOR,918832
XGN,928117
XHR,1141212
XIN,182018
XLNX,23116057
XLRN,2485205
XNCR,3593313
XNET,6620799
XOG,22338879
XOM,25101500
XOMA,630263
XON,8680309
XONE,235775
XP,24124136
XPEL,594714
XPER,5899770
XPO,1708295
XRAY,11257482
XRF,2257319
XRX,5338079
XSPA,522812
XT,215939
XTLB,15791
XYF,159690
XYL,2288105
Y,128410
YAYO,5922813
YELP,1283146
YETI,3478688
YEXT,3404764
YGYI,343397
YGYIP,38139
YI,537152
YIN,405672
YJ,3753283
YLCO,78697
YLDE,2851
YMAB,2979427
YNDX,11115943
YORW,328929
YPF,4993818
YRCW,5977234
YRD,386302
YTEN,22007549
YTRA,578600
YUM,4715731
YUMC,4086921
YVR,634582
YY,6148393
Z,18311057
ZAGG,2602519
ZAYO,4768603
ZB$A,5046
ZB$G,5211
ZB$H,3398
ZBH,2451789
ZBIO,103526
ZBK,1998
ZBRA,9067499
ZEAL,65942
ZEN,3313114
ZEUS,685934
ZFGN,6399430
ZG,3536405
ZGNX,3709892
ZION,13410737
ZIONW,61404
ZIOP,11681521
ZIV,153482
ZIXI,3676237
ZKIN,80527
ZLAB,1311022
ZM,18698000
ZN,11516358
ZNGA,55673651
ZNH,14270
ZNWAA,0
ZS,16296388
ZSAN,2213203
ZTO,5105290
ZTR,94230
ZTS,4508836
ZUMZ,5313272
ZUO,2643915
ZVO,478502
ZYME,752293
ZYNE,3246464
ZYXI,1818440
